Datum,Name,Kurs *,Währung,2018,2017,2016,2015,2014,2013
29.05.2019,LEIFHEIT AG,"23,65",EUR,"1,05","1,05","1,05",1,"0,9","0,83"
29.05.2019,Marathon Oil Corp.,"14,09",USD,"0,2","0,2","0,2","0,68","0,8","0,72"
29.05.2019,ORBIS AG,"6,85",EUR,"0,16","0,14","0,12","0,1","0,08","0,07"
29.05.2019,Illumina Inc.,"308,28",USD,0,0,0,0,0,0
29.05.2019,STADA,,EUR,0,"0,11","0,72","0,7","0,66","0,66"
29.05.2019,California Water Service Group,"49,19",USD,"0,75","0,72","0,69","0,67","0,65","0,64"
29.05.2019,KSB SE & Co. KGaA Vz.,320,EUR,"3,38","7,76","5,76","5,76","8,76","12,26"
29.05.2019,MediClin AG,"5,5",EUR,"0,05","0,05",0,0,0,0
29.05.2019,Telekom Austria AG,"6,79",EUR,"0,21","0,2","0,2","0,05","0,05","0,05"
29.05.2019,Schumag AG,,EUR,0,0,0,0,0,0
29.05.2019,UBM Development AG,40,EUR,"2,2",2,"1,6","1,6","1,25","0,62"
29.05.2019,PORR AG,"21,6",EUR,"1,1","1,1","1,1",1,"0,75","0,5"
29.05.2019,CBS Corp.,"46,72",USD,"0,72","0,72","0,66","0,6","0,54","0,48"
29.05.2019,Mainova AG,382,EUR,"10,84","10,84","10,84","10,84","10,84","9,48"
29.05.2019,Unternehmens Invest AG (UI AG),21,EUR,0,0,"0,35","0,6","0,4","0,4"
29.05.2019,Publicis S.A.,,EUR,"2,12",2,"1,85","1,6","1,2","1,1"
29.05.2019,KSB SE & Co. KGaA,310,EUR,3,"7,5","5,5","5,5","8,5",12
29.05.2019,CPI PROPERTY GROUP,"0,72",EUR,0,0,0,0,0,0
29.05.2019,Wacker Neuson SE,"21,9",EUR,"0,6","0,6","0,5","0,5","0,5","0,4"
29.05.2019,DEMIRE Deutsche Mittelstand Real Estate AG,"4,99",EUR,0,0,0,0,0,0
29.05.2019,LEGRAND SA Act. Prov. OPO,,EUR,"1,34","1,26","1,19","1,15","1,1","1,05"
29.05.2019,Mears Group PlcShs,"2,44",GBP,"0,12","0,12","0,12","0,11","0,1","0,09"
29.05.2019,ORCO PROPERTY GROUPACT.,,EUR,,0,0,0,0,0
29.05.2019,Dollar General Corporation,"118,51",USD,"1,04",1,"0,88",0,0,0
29.05.2019,DocCheck AG,"9,8",EUR,"0,4","0,4","0,4","0,4","0,35","0,2"
29.05.2019,TOM TAILOR Holding SE,"2,3",EUR,,0,0,0,0,0
29.05.2019,International Public Partnerships Ltd,,GBP,"0,07","0,07","0,07","0,06","0,06","0,06"
29.05.2019,NN Group N.V.,"35,48",EUR,"1,9","1,66","1,55","1,51","0,57",
29.05.2019,Identive Inc,"4,82",USD,0,0,0,0,0,0
29.05.2019,LEG Immobilien,"109,7",EUR,"3,53","3,04","2,76","2,26","1,96","1,73"
29.05.2019,OCI N.V. Reg. Shs,,USD,0,0,0,0,0,0
29.05.2019,voxeljet AG American Deposit Shares Repr 1/5 Sh,"1,54",EUR,0,0,0,0,0,0
29.05.2019,STRATEC SE,"62,4",EUR,"0,82","0,8","0,77","0,75","0,7","0,6"
29.05.2019,Wisekey,,USD,,0,0,,,
29.05.2019,EXOR Holding N.V. Registered Shs,,EUR,"0,35","0,35","0,35","0,35","0,35","0,34"
29.05.2019,Consol Energy Inc Registered Shs When Issued,,USD,0,0,"0,01","0,15","0,25","0,38"
29.05.2019,Oxford Biomedica PLC Registered Shs,,GBP,0,0,0,0,113,95
30.05.2019,Liberty Interactive Corp QVC Group Registered Shs (A),"12,7",USD,,,,,,
30.05.2019,Rubicon Technology Inc Registered Shs,,USD,,,,0,0,0
30.05.2019,Liberty Media Corp Series -A- Media Group,"35,71",USD,0,0,0,0,0,0
30.05.2019,Liberty Media Corp Series -C- Media Group,"36,51",USD,0,0,0,0,0,0
30.05.2019,BioRestorative Therapies Inc,,USD,0,0,0,0,0,
30.05.2019,Lamar Advertising Company (A),"79,44",USD,"3,65","3,32","3,02","2,75","2,5",0
30.05.2019,Equinix Inc,"487,31",USD,"9,12",8,7,"6,76",0,0
30.05.2019,Customers Bancorp Inc,,USD,0,0,0,0,0,0
30.05.2019,Ensign Group Inc,"53,5",USD,"0,18","0,17","0,16","0,15","0,15","0,14"
30.05.2019,Pennsylvania Real Estate Investment TrustShs of Benef Interest,"6,63",USD,"0,84","0,84","0,84","0,84","0,8","0,74"
30.05.2019,China Life Insurance Co. Ltd.,,CNY,"0,16","0,4","0,24","0,42","0,4","0,3"
30.05.2019,Raytheon Co,"176,44",USD,"3,47","3,19","2,93","2,68","2,42","2,2"
30.05.2019,Big Lots Inc.,"26,01",USD,1,"0,84","0,76","0,51",0,0
30.05.2019,Gartner Inc.,"152,62",USD,0,0,0,0,0,0
30.05.2019,Royal Caribbean Cruises Ltd.,"122,95",USD,"2,6","2,16","1,71","1,35","1,1","0,74"
30.05.2019,SL Green Realty Corporation Call for Red 24.9.12 at USD 25.,"86,25",USD,"3,29","3,14","2,94","2,52","2,1","1,49"
30.05.2019,Cerner Corp.,"70,32",USD,0,0,0,0,0,0
30.05.2019,eBay Inc.,"36,38",USD,0,0,0,0,0,0
31.05.2019,Lowe's Companies Inc.,"93,28",USD,"1,58","1,33","1,07","0,87","0,7","0,62"
31.05.2019,Raven Russia LtdShs,"0,4",USD,0,0,0,0,0,0
31.05.2019,LumX Group,"0,07",USD,0,0,0,0,0,0
31.05.2019,Lyondellbasell Industries N.V.,,USD,4,"3,55","3,33","3,04","2,7",2
31.05.2019,Quorum Health Corporation When Issued,,USD,0,0,0,,,
31.05.2019,C&J Energy Services Inc (New) Registered Shs,,USD,0,0,0,0,0,0
31.05.2019,asknet AG,,EUR,0,0,0,0,0,0
02.06.2019,Funkwerk AG,,EUR,"0,3","0,25",0,0,0,0
03.06.2019,China State Construction International Holdings Ltd,,HKD,"0,27","0,35","0,33","0,33","0,26","0,21"
03.06.2019,EYEMAXX Real Estate AG,"10,3",EUR,"0,2","0,2","0,2","0,2","0,2","0,3"
03.06.2019,AMBAC (AMBAC Financial Group) Inc,"15,14",USD,,0,0,0,0,0
03.06.2019,Diplomat Pharmacy Inc,,USD,0,0,0,0,0,
03.06.2019,Wiener Privatbank SE,8,EUR,"0,25","3,2","0,8","0,5","0,8","0,7"
03.06.2019,Warimpex,"1,36",EUR,"0,06","0,06",0,0,0,0
03.06.2019,Ludwig Beck am Rathauseck - Textilhaus Feldmeier AG,"29,4",EUR,0,"0,65","0,65","0,75","0,75","0,5"
03.06.2019,MERKUR BANK KGaA,"9,2",EUR,"0,32","0,3","0,26","0,22","0,2","0,2"
03.06.2019,Sixt Leasing SE,"11,76",EUR,"0,48","0,48","0,48","0,4",0,
03.06.2019,Promotora de Informaciones SA issued from reverse plit,"1,47",EUR,,,0,0,,0
04.06.2019,Dermapharm Holding SE,,EUR,"0,77",0,,,,
04.06.2019,Heidelberger Beteiligungsholding AG Inhaber-Akt Nach Kapitalherabsetzung,,EUR,0,0,0,0,0,0
04.06.2019,Fortive Corp When Issued,,USD,"0,28","0,28","0,14",,,
04.06.2019,Westgrund AG,"9,25",EUR,0,0,0,0,0,0
04.06.2019,Telefonica Czech Republic a.s.,231,CZK,21,21,17,16,13,18
04.06.2019,Nordex AG,"12,65",EUR,0,0,0,0,0,0
04.06.2019,Sixt SE Vz.,"61,5",EUR,"2,17","1,97","1,67","0,92","0,82","0,67"
04.06.2019,Cognizant Corp.,"61,1",USD,"0,8","0,45",0,0,0,0
04.06.2019,Urban Outfitters Inc.,"23,74",USD,0,0,0,0,0,0
04.06.2019,TJX Cos. Inc.,"50,7",USD,"0,63","0,52","0,42","0,35","0,29","0,23"
04.06.2019,Citrix Systems Inc.,"94,36",USD,0,0,0,0,0,0
04.06.2019,Nabors Industries Ltd.,"2,58",USD,"0,24","0,24","0,24","0,24","0,24","0,16"
04.06.2019,Tiffany & Co . Inc.,"92,51",USD,"1,95","1,75","1,58","1,48","1,34","1,25"
04.06.2019,Biomarin Pharmaceutical Inc.,"83,78",USD,0,0,0,0,0,0
04.06.2019,Hermès (Hermes International),,EUR,,"4,1","3,75","3,35","2,95","2,7"
04.06.2019,Sixt SE St.,91,EUR,"2,15","1,95","1,65","0,9","0,8","0,65"
04.06.2019,HolidayCheck AG,"2,76",EUR,"0,04",0,0,0,0,"0,06"
04.06.2019,GFT SE,"7,53",EUR,"0,3","0,3","0,3","0,3","0,25","0,25"
04.06.2019,Delignit AG,"7,4",EUR,"0,05","0,05","0,03","0,03","0,03","0,03"
04.06.2019,Vita 34 AG,"14,15",EUR,"0,16","0,16","0,16","0,16","0,15",0
04.06.2019,GoPro,,USD,0,0,0,0,0,
04.06.2019,Lotto24 AG,"13,1",EUR,0,0,0,0,0,0
04.06.2019,Vera Bradley Inc,"11,14",USD,0,0,0,0,0,0
04.06.2019,Edinburgh US Tracker Trust PLC,,GBP,"0,39","0,36","0,33","0,3","0,27",
04.06.2019,The Wendy's Co,"19,29",USD,"0,34","0,28","0,25","0,23","0,21","0,18"
04.06.2019,General Motors,"35,73",USD,"1,52","1,52","1,52","1,38","1,2",0
05.06.2019,Ulta Beauty Inc Registered Shs,"337,48",USD,0,0,0,0,0,
05.06.2019,Visteon Corp,,USD,0,0,0,0,0,0
05.06.2019,ams AG,"30,25",EUR,0,"0,33","0,3","0,51","0,33","0,21"
05.06.2019,AA Public Limited Company,,GBP,"0,05","0,09","0,09",0,,
05.06.2019,Science Applications International Corp When Issued,"79,28",USD,"1,24","1,24","1,21","1,12","0,56",
05.06.2019,Sirius XM Inc,"5,27",USD,"0,05","0,04","0,01",0,0,0
05.06.2019,Allegion PLC,,USD,"0,84","0,64","0,48","0,4","0,32",0
05.06.2019,Fosun International LtdShs,,CNY,"0,37","0,35","0,18","0,98","0,14","0,12"
05.06.2019,Walmart,"104,42",USD,"2,04",2,"1,96","1,92","1,88","1,59"
05.06.2019,Taiwan Semiconductor Manufacturing Co. Ltd. (TSMC) (Spons. ADRs),"38,23",USD,,,0,"0,72","0,72","0,5"
05.06.2019,Vertex Pharmaceuticals Inc.,"173,27",USD,0,0,0,0,0,0
05.06.2019,RHÖN-KLINIKUM AG,"25,85",EUR,"0,29","0,22","0,35","0,8","0,8","0,25"
05.06.2019,CEWE Stiftung & Co. KGaA,"84,5",EUR,"1,95","1,85","1,8","1,6","1,55","1,5"
05.06.2019,Hess Corp,"54,18",USD,1,1,1,1,1,"0,7"
05.06.2019,Devon Energy Corp.,"25,48",USD,"0,3","0,24","0,42","0,96","0,94","0,86"
05.06.2019,Wüstenrot & Württembergische AG,"18,68",EUR,"0,65","0,65","0,6","0,6","0,5","0,5"
05.06.2019,KRONES AG,"71,2",EUR,"1,7","1,7","1,55","1,45","1,25",1
05.06.2019,WASGAU Produktions & Handels AG,,EUR,"0,12","0,24","0,24","0,12","0,12","0,12"
05.06.2019,GELSENWASSER AG,870,EUR,"21,16","21,16","21,16","21,16","21,16","21,16"
05.06.2019,LendingClub Corp,,USD,0,0,0,0,0,0
05.06.2019,EDAG Engineering Group AG,"13,06",EUR,"0,75","0,75","0,75","0,75",0,
05.06.2019,Blackstone Resources AG,,CHF,,,,,,
05.06.2019,NFON AG,,EUR,0,,,,,
05.06.2019,Vapiano,,EUR,,0,,,,
05.06.2019,DWS Group GmbH & Co. KGaA,,EUR,"1,37",,,,,
06.06.2019,Aumann AG,,EUR,"0,2","0,2",,,,
06.06.2019,P2P Global Investments PLC,,GBP,"0,51","0,47","0,45","0,58","0,06",
06.06.2019,RHI Magnesita,,EUR,"1,5","0,75","0,75","0,75","0,75","0,75"
06.06.2019,Booking Holdings Inc Registered Shs,,USD,0,0,0,0,0,0
06.06.2019,windeln.de SE Inhaber-Akt,,EUR,,0,0,0,0,
06.06.2019,Monster Beverage Corp,"63,84",USD,0,0,0,0,0,0
06.06.2019,windeln.de SE,"1,2",EUR,0,0,0,0,0,
06.06.2019,Patterson-UTI Energy Inc.,"10,78",USD,"0,14","0,08","0,16","0,4","0,4","0,2"
06.06.2019,Salesforce,,USD,0,0,0,0,0,0
06.06.2019,Netflix Inc.,"357,13",USD,0,0,0,0,0,0
06.06.2019,American Eagle Outfitters Inc.,"17,58",USD,"0,5","0,5","0,5","0,5","0,38","2,05"
06.06.2019,Saint-Gobain S.A. (Compagnie de Saint-Gobain),,EUR,"1,33","1,3","1,26","1,24","1,14","1,24"
06.06.2019,SNP Schneider-Neureither & Partner SE,"30,45",EUR,,0,"0,39","0,34","0,13","0,08"
06.06.2019,Electronics for Imaging Inc. (EFI),"36,68",USD,0,0,0,0,0,0
06.06.2019,Gerresheimer AG,"63,3",EUR,"1,15","1,1","1,05","0,85","0,75","0,7"
06.06.2019,B.M.P. Pharma Trading AG (BMP Pharma Trading),"0,6",EUR,0,0,0,0,0,0
06.06.2019,EUWAX AG,"59,5",EUR,"3,26","3,26","3,26","3,26","3,26","3,26"
06.06.2019,CENTROTEC Sustainable AG,"12,6",EUR,"0,3","0,3","0,3","0,25","0,2","0,2"
06.06.2019,LPKF Laser & Electronics AG,"7,64",EUR,0,0,0,0,"0,12","0,25"
06.06.2019,Hochschild Mining PLCShs,"1,68",USD,"0,04","0,03","0,03",0,0,0
06.06.2019,AIRESIS AG,"1,21",CHF,0,0,0,0,0,0
06.06.2019,XING (New Work),346,EUR,"2,14","1,68","1,37","1,03","0,92","0,62"
06.06.2019,Era Group Inc,"7,13",USD,0,0,0,0,0,0
06.06.2019,Rocket Internet SE,"24,32",EUR,0,0,0,0,0,
06.06.2019,GIEAG Immobilien AG,,EUR,"0,8","0,36","0,24","0,24","0,48",0
06.06.2019,Ingersoll-Rand PLC,"124,95",USD,"1,96","1,7","1,36","1,16",1,"0,63"
06.06.2019,Yelp Inc.,,USD,0,0,0,0,0,0
06.06.2019,SÜSS MicroTec SE,"9,39",EUR,0,0,0,0,0,0
06.06.2019,Samsonite International S.A.,,USD,"0,08","0,07","0,07","0,06",0,0
07.06.2019,Garmin Ltd.,"78,95",USD,"2,12","2,04","2,04","2,04","1,92","1,8"
07.06.2019,7C Solarparken AG,"3,09",EUR,"0,11","0,1",0,0,0,0
07.06.2019,R. Stahl AG,"26,4",EUR,0,0,"0,6","0,6","0,8",1
07.06.2019,Qualys Inc,"85,89",USD,,0,0,0,0,0
07.06.2019,ifa systems AG,"5,2",EUR,0,0,0,"0,15","0,12","0,09"
07.06.2019,Century Casinos Inc.,"8,93",USD,0,0,0,0,0,0
07.06.2019,KGHM Polska Miedz S.A.Shs,"93,1",PLN,,0,1,"1,5",4,5
07.06.2019,Hutter & Schrantz AG,,EUR,"0,2","0,2","0,2","0,2","0,2",
07.06.2019,Groupe Minoteries SA,368,CHF,,7,7,6,5,5
07.06.2019,Telefonica S.A.,"7,47",EUR,"0,4","0,4","0,55","0,4","0,4","0,75"
07.06.2019,syzygy AG,"9,9",EUR,"0,4","0,39","0,38","0,37","0,35","0,28"
07.06.2019,HSBC Trinkaus & Burkhardt AG,"50,5",EUR,"2,5","2,5","2,5","2,5","2,5","2,5"
07.06.2019,Südwestdeutsche Salzwerke AG,73,EUR,"1,6","1,6","1,6","1,45","1,6","1,6"
07.06.2019,SIMONA AG,505,EUR,14,12,12,10,8,6
07.06.2019,Macerich Co.,"35,43",USD,"2,97","2,87","2,75","2,63","2,51","2,36"
07.06.2019,pbb AG (Deutsche Pfandbriefbank),"11,99",EUR,1,"1,07","1,05","0,43",0,0
07.06.2019,Steinhoff,,EUR,,0,"0,15","0,12",,
07.06.2019,Dr Pepper Snapple Group Inc,,USD,"0,3","2,32","2,12","1,92","1,64","1,52"
07.06.2019,Pyrolyx AG,,EUR,0,0,0,0,0,0
09.06.2019,Leclanche (Leclanché SA),"1,68",CHF,,0,0,0,0,0
10.06.2019,MMC (Mining and Metallurgical Company NORILSK NICKEL),,USD,,"1,37","1,48","1,36","3,03","1,39"
11.06.2019,Ted Baker plc,"9,55",GBP,"0,6","0,54","0,48","0,4","0,34","0,27"
11.06.2019,Cray Inc.,"34,69",USD,0,0,0,0,0,0
11.06.2019,Ingenico,,EUR,0,"1,6","1,5","1,3",1,"0,8"
11.06.2019,Adler Real Estate AG,"11,96",EUR,0,0,0,0,0,0
11.06.2019,Private Equity Holding AG,,EUR,2,3,"2,75","2,75","2,5","2,25"
11.06.2019,Best Buy Co. Inc.,"65,52",USD,"1,36","1,57","1,43","0,72","0,68","0,66"
11.06.2019,Teva Pharmaceutical Industries Ltd. (spons. ADRs),"9,08",USD,0,"0,85","1,36","1,36","1,34","1,28"
11.06.2019,TripAdvisor Inc.,"45,81",USD,0,0,0,0,0,0
11.06.2019,Liberty Global PLC (A),"26,46",USD,,,0,0,0,0
11.06.2019,Liberty Global PLC (C),"25,73",USD,,,0,0,0,0
11.06.2019,WCM AG (WCM Beteiligungs- und Grundbesitz AG),"4,99",EUR,"0,04",0,"0,1",0,0,0
11.06.2019,myFC Holding AB,,SEK,,,,,,
11.06.2019,Northern Dynasty Minerals LtdShs,"0,63",CAD,0,0,0,0,0,0
11.06.2019,Arundel AG,,USD,,0,0,"0,5",0,0
11.06.2019,Rubis SCA,,EUR,"1,59","1,5","1,34","1,21","1,03","0,98"
11.06.2019,Marinomed Biotech AG,,EUR,0,0,,,,
11.06.2019,Primary Health Properties PLC R.E.I.T,,GBP,"0,05","0,05","0,05","0,05","0,05","0,05"
12.06.2019,Hapag-Lloyd AG,,EUR,"0,15","0,57",0,,,
12.06.2019,Sino-German United AG,,EUR,0,0,0,0,0,0
12.06.2019,Delivery Hero,,EUR,0,0,,,,
12.06.2019,LLoyd Fonds AG,,EUR,0,0,"0,16","0,07",0,0
12.06.2019,JENOPTIK AG,,EUR,"0,35","0,3","0,25","0,22","0,2","0,2"
12.06.2019,Fyber N.V.,,EUR,0,0,0,0,0,
12.06.2019,VTG AG,,EUR,"0,95","0,9","0,75","0,5","0,45","0,42"
12.06.2019,American Airlines Inc,,USD,"0,4","0,4","0,4","0,4","0,2",0
12.06.2019,ProSiebenSat.1 Media SE,,EUR,"1,19","1,93","1,9","1,8","1,6","1,47"
12.06.2019,co.don AG,,EUR,,0,0,0,0,0
12.06.2019,WPP 2012 PLC,,GBP,"0,6","0,6","0,57","0,45","0,38","0,34"
12.06.2019,OTRS AG,,EUR,0,0,0,0,0,0
12.06.2019,IAC InterActiveCorp,,USD,0,0,0,"1,36","1,16","0,96"
12.06.2019,11880 Solutions AG,,EUR,0,0,0,0,0,"0,4"
12.06.2019,Caterpillar Inc.,,USD,"3,36","3,11","3,08","3,01","2,7","2,32"
12.06.2019,Target Corp.,,USD,"2,46","2,36","2,2","1,99","1,65","1,38"
12.06.2019,Renault S.A.,,EUR,"3,55","3,55","3,15","2,4","1,9","1,72"
12.06.2019,Autodesk Inc.,,USD,0,0,0,0,0,0
12.06.2019,Grammer AG,,EUR,"0,75","1,25","1,3","0,75","0,75","0,65"
12.06.2019,Abercrombie & Fitch Co.,,USD,"0,8","0,8","0,8","0,8","0,8","0,7"
12.06.2019,Deutsche Euroshop AG,,EUR,"1,5","1,45","1,4","1,35","1,3","1,25"
12.06.2019,Titan International Inc.,,USD,"0,02","0,02","0,02","0,02","0,02","0,02"
12.06.2019,Bremer Lagerhaus-Gesellschaft AG,,EUR,"0,45","0,4","0,4","0,4","0,4","0,4"
12.06.2019,GAG Immobilien AG,,EUR,"0,5","0,5","0,6","0,5","0,5","0,5"
13.06.2019,Berliner Effektengesellschaft AG,,EUR,"0,6","0,6","0,5","0,41","0,21","0,05"
13.06.2019,Wm Morrison Supermarkets plc,,GBP,"0,1","0,05","0,05","0,14","0,13","0,12"
13.06.2019,Sonova AG,,CHF,"2,6","2,3","2,1","2,05","1,9","1,6"
13.06.2019,Sacyr Vallehermoso S.A.,,EUR,,,0,"0,05",0,0
13.06.2019,Toyota Motor Corp.,,JPY,220,210,210,200,165,"90,29"
13.06.2019,Splendid Medien AG,,EUR,0,0,0,"0,1","0,05","0,1"
13.06.2019,Dollar Tree Inc,,USD,0,0,0,0,0,0
13.06.2019,Brenntag AG,,EUR,"1,2","1,1","1,05",1,"0,9","0,87"
13.06.2019,Groupon Inc Registered Shs,,USD,,,0,0,0,0
13.06.2019,Norwegian Cruise Line Ltd,,USD,0,0,0,0,0,0
13.06.2019,T-Mobile US Inc,,USD,,,0,0,0,0
13.06.2019,Banc of California Inc,,USD,"0,52","0,52","0,49","0,48","0,48","0,48"
13.06.2019,Thurgauer Kantonalbank,,CHF,"2,8","2,75","2,75","2,75","2,75",
13.06.2019,Just Retirement Group PLC,,GBP,0,"0,04","0,04","0,03",,
13.06.2019,Tradegate AG Wertpapierhandelsbank,,EUR,"0,67","0,63","0,52","0,41","0,21","0,05"
13.06.2019,Raiffeisen,,EUR,"0,93","0,62",0,0,0,"1,02"
13.06.2019,Coreo AG,,EUR,,,0,0,0,0
13.06.2019,Petropavlovsk (ex Peter Hambro Mining),,USD,0,0,0,0,0,"0,03"
13.06.2019,Instone Real Estate Group AG Inhaber-Akt,,EUR,0,0,,,,
13.06.2019,Ares Allergy Holdings PLC,,EUR,0,0,0,0,"0,75","0,75"
13.06.2019,Standard Life Investments Property Income Trust Ltd,,GBP,"0,05","0,05","0,05","0,05","0,05","0,05"
13.06.2019,Dignity PLC,,GBP,"0,24","0,24","0,22","0,2","0,18","0,11"
13.06.2019,Scout24 AG,,EUR,"0,64","0,56","0,3",0,,
14.06.2019,SE Swiss Estates AG,,CHF,0,0,0,0,0,0
14.06.2019,OVB Holding AG,,EUR,"0,75","0,75","0,75","0,65","0,6","0,55"
14.06.2019,Quirin Privatbank AG,,EUR,"0,03","0,03",0,0,0,0
14.06.2019,Sparta Beteiligungen AG,,EUR,0,0,0,0,0,0
14.06.2019,China Overseas Land & Investment LtdShs,,HKD,"0,9","0,8","0,77","0,92","0,55","0,47"
14.06.2019,zooplus AG,,EUR,0,0,0,0,0,0
14.06.2019,Ringmetall (ex HPI),,EUR,"0,06","0,06","0,05","0,05","0,05","0,05"
14.06.2019,HCI Hammonia Shipping AG,,EUR,0,0,0,0,0,0
14.06.2019,Carrefour S.A.,,EUR,"0,46","0,46","0,7","0,7","0,68","0,62"
14.06.2019,Geratherm Medical AG,,EUR,"0,4","0,47","0,5","0,5","0,25","0,24"
14.06.2019,Regeneron Pharmaceuticals Inc.,,USD,0,0,0,0,0,0
14.06.2019,Bastfaserkontor AG,,EUR,1,1,1,1,1,1
14.06.2019,S IMMO,,EUR,"0,7","0,4","0,3","0,3","0,24","0,2"
16.06.2019,Zoologischer Garten Berlin AG ohne Aquarium,,EUR,0,0,0,0,0,0
16.06.2019,Zoologischer Garten Berlin AG,,EUR,0,0,0,0,0,0
17.06.2019,Noratis AG,,EUR,"1,3","1,5",,,,
17.06.2019,DaVita HealthCare Partners Inc,,USD,0,0,0,0,0,0
17.06.2019,cash.medien AG,,EUR,0,0,0,0,0,0
17.06.2019,HAWESKO Holding AG,,EUR,"1,3","1,3","1,3","1,3","1,3","1,65"
18.06.2019,Sony Corp.,,JPY,"27,5",20,20,0,25,25
18.06.2019,CENTROTEC Sustainable AG,,EUR,"0,3","0,3","0,3","0,25","0,2","0,2"
18.06.2019,Wirecard AG,,EUR,"0,2","0,18","0,16","0,14","0,13","0,12"
18.06.2019,Bijou Brigitte AG,,EUR,3,3,3,3,3,"3,5"
18.06.2019,NTT DOCOMO INC,,JPY,90,75,70,65,60,58
18.06.2019,MetLife Inc.,,USD,"1,66","1,6","1,4","1,32","1,19","0,9"
18.06.2019,edding AG Vz.,,EUR,"2,45","2,15","2,15","1,95","1,95","1,75"
18.06.2019,Deutsche Wohnen SE,,EUR,"0,87","0,8","0,74","0,54","0,44","0,34"
18.06.2019,Alexanderwerk AG,,EUR,"0,22",0,0,0,0,0
18.06.2019,Coca-Cola HBC AG,,EUR,"0,57","0,54","0,44","0,4","0,36","0,35"
18.06.2019,Workday Inc (A),,USD,0,0,,,,
18.06.2019,EVRAZ Plc,,USD,"0,78","0,3",0,0,0,0
18.06.2019,MAX21 AG,,EUR,,0,0,0,0,0
18.06.2019,Petro Welt (ex cat oil),,EUR,0,0,0,0,"0,12","0,35"
18.06.2019,OMRON CORP. DZ,,JPY,76,68,68,71,53,37
18.06.2019,HHLA AG (Hamburger Hafen und Logistik),,EUR,"0,8","0,67","0,59","0,59","0,52","0,45"
18.06.2019,Schaltbau Holding AG,,EUR,0,0,0,1,1,"0,96"
18.06.2019,Züblin (Zueblin Immobilien Holding AG),,CHF,1,0,0,0,0,0
18.06.2019,Square,,USD,0,0,,,,
18.06.2019,elumeo SE,,EUR,0,0,0,0,0,
19.06.2019,Befesa,,EUR,,,,,,
19.06.2019,Hesse Newman Capital AG,,EUR,0,0,0,0,0,0
19.06.2019,Home24,,EUR,0,,,,,
19.06.2019,Brookfield Property REIT Inc,,USD,,"0,88","1,06","0,71","0,63","0,51"
19.06.2019,Addex Therapeutics Ltd.,,CHF,,0,0,0,0,0
19.06.2019,Whitbread PLC,,GBP,"1,01","0,96","0,9","0,82","0,69","0,57"
19.06.2019,Schulte-Schlagbaum AG,,EUR,0,11,11,11,11,11
19.06.2019,Vectron Systems AG,,EUR,,"0,05","0,25","0,11","0,08","0,08"
19.06.2019,BAVARIA Industries Group AG,,EUR,,0,0,0,0,0
19.06.2019,Frauenthal Holding AG,,EUR,0,0,0,0,0,"0,2"
19.06.2019,Ströer SE & Co. KGaA,,EUR,2,"1,3","1,1","0,7","0,4","0,1"
19.06.2019,Deufol SE,,EUR,"0,06","0,06",0,0,0,0
19.06.2019,STO SE & Co. KGaA,,EUR,"0,31","0,31","0,31","0,31","0,31","0,31"
19.06.2019,design hotels AG,,EUR,,"0,1",0,0,0,0
19.06.2019,EVOTEC SE,,EUR,0,0,0,0,0,0
19.06.2019,Check Point Software Ltd.,,USD,0,0,0,0,0,0
20.06.2019,Highlight Communications AG,,CHF,,"0,2","0,3","0,2","0,2","0,17"
20.06.2019,Activision Blizzard Inc.,,USD,"0,34","0,3","0,26","0,23","0,2","0,19"
20.06.2019,PDL BioPharma Inc.,,USD,0,0,"0,1","0,6","0,6","0,6"
20.06.2019,Delta Air Lines Inc.,,USD,"1,31","1,02","0,68","0,45","0,3","0,12"
20.06.2019,Mitsui & Co. Ltd.,,JPY,70,55,64,64,59,43
20.06.2019,SLM Corp.,,USD,0,0,0,0,0,"0,6"
20.06.2019,NMC Health PLC,,USD,"0,18","0,13","0,13","0,09","0,08","0,07"
20.06.2019,PVH Corp.,,USD,"0,15","0,15","0,15","0,15","0,15","0,15"
20.06.2019,GK SOFTWARE SE,,EUR,0,0,0,"0,45","0,45","0,25"
20.06.2019,ADO Properties S.A.,,EUR,"0,75","0,6","0,45","0,35",0,0
20.06.2019,LUKOIL,,RUB,250,215,195,177,"198,54","243,8"
20.06.2019,DEFAMA Deutsche Fachmarkt Aktiengesellschaft,,EUR,"0,4","0,34","0,2","0,1",,
20.06.2019,Züblin (Zueblin Immobilien Holding AG),,CHF,1,0,0,0,0,0
20.06.2019,HelloFresh,,EUR,0,0,,,,
21.06.2019,Tele Columbus AG,,EUR,0,0,0,0,,
21.06.2019,Aon PLC,,USD,"1,56","1,41","1,29","1,15","0,92","0,68"
21.06.2019,Datron AG,,EUR,"0,2","0,2","0,15","0,15","0,15","0,1"
21.06.2019,Itochu Corp.,,JPY,70,55,50,46,46,40
21.06.2019,InnoTec AG,,EUR,"0,75","0,85","0,5","0,5","0,4","0,4"
21.06.2019,PG&E Corp.,,USD,0,"1,55","1,93","1,82","1,82","1,82"
21.06.2019,RICOH CO LTD,,JPY,15,35,35,34,33,21
21.06.2019,aap Implantate AG,,EUR,0,0,0,0,0,0
24.06.2019,Nomura Holdings Inc.,,JPY,20,20,13,19,17,8
24.06.2019,Tokio Marine Holdings Inc,,JPY,160,140,110,95,70,55
